case,family,background,source_id,direction,method,smc_survived,found_cf,terminal_tv,ess_fraction,normalizer_relative_estimate,unique_cf,seconds,best_base_edit_regret,endpoint_mean_meets_gain,endpoint_all_replicates_positive,endpoint_all_replicates_meet_gain,endpoint_base_edits
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,reference,1.0,1.0,2.0816681711721685e-17,0.25700162920627817,1.0084927106758101,1.0,0.00028076637504170776,0.0,1.0,1.0,0.0,24.0
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,myopic,1.0,1.0,2.42861286636753e-17,0.23821273727393089,0.7676494780289458,1.0,0.00028520100001117044,0.0,1.0,1.0,0.0,24.0
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,rollout,1.0,1.0,8.673617379884035e-17,0.8222038926995818,0.4613194233992866,1.0,0.0005310493124852655,0.0,1.0,1.0,0.0,24.0
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,learned,1.0,1.0,5.551115123125783e-17,0.736429035808323,0.9983808678266396,1.0,0.0020000426249993097,0.0,1.0,1.0,0.0,24.0
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,exact,1.0,1.0,0.0,1.0,0.9999999999999998,1.0,0.0003067253749975407,0.0,1.0,1.0,0.0,24.0
04bba97e3eacc771,"CEBPA,REST,RXRA",1,seq_129441,1,defensive_rollout,1.0,1.0,2.7755575615628914e-17,0.38344233105054315,0.9838339085166886,1.0,0.0005314741875253048,0.0,1.0,1.0,0.0,24.0
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,reference,1.0,1.0,0.17499332818274294,0.4468100133803433,1.032692507015203,3.0,0.0002563896875216187,0.0,1.0,0.49768563919495473,0.0,22.33719039659826
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,myopic,1.0,1.0,0.2922573097972492,0.3397676249205929,1.0646118783577405,2.5,0.00025394800000810847,0.0,1.0,0.6107993014381252,0.0,22.45919267767196
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,rollout,1.0,1.0,0.14380729700805664,0.7384053403849995,0.747070959925033,2.9375,0.0005101609999940138,0.0,1.0,0.5564622987675952,0.0,22.37807324223312
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,learned,1.0,1.0,0.12669531745187088,0.8072162423057385,1.0229721110522374,3.0,0.0023183106250570518,0.0,1.0,0.5147871981604157,0.0,22.48740291973403
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,exact,1.0,1.0,0.09832365147230693,1.0,1.0,2.9375,0.000271149562522055,0.0,1.0,0.5859375,0.0,22.8359375
067037ea532fbcdb,"FOXA1,ONECUT1,PPARA",1,seq_183713,-1,defensive_rollout,1.0,1.0,0.18151612741023612,0.6362580805847982,0.9319849639708359,2.875,0.000644550625011675,0.0,1.0,0.5478649017252727,0.0,22.50392139768545
06ad376329652954,"FOXA1,ONECUT1,ONECUT1",1,seq_123585,1,reference,1.0,1.0,0.16643791660936247,0.46534036775537607,0.9982116094256757,2.875,0.0002489059375108127,0.0,1.0,1.0,0.6400629139139574,21.32467518323122
06ad376329652954,"FOXA1,ONECUT1,ONECUT1",1,seq_123585,1,myopic,1.0,1.0,0.24505237673033733,0.31121870046136985,0.9956329840250819,2.6875,0.00027879031247834973,0.0,1.0,1.0,0.7062477999478716,21.383708228251976
06ad376329652954,"FOXA1,ONECUT1,ONECUT1",1,seq_123585,1,rollout,1.0,1.0,0.1575472836056932,0.7432421697195717,0.8153337568972311,2.9375,0.000492306125011055,0.0,1.0,1.0,0.631125233354543,21.49302912415694
06ad376329652954,"FOXA1,ONECUT1,ONECUT1",1,seq_123585,1,learned,1.0,1.0,0.17223157468896888,0.7901185490494875,0.9124483855650622,3.0,0.0023973238750159,0.0,1.0,1.0,0.5712102260093862,21.577633507573783
06ad376329652954,"FOXA1,ONECUT1,ONECUT1",1,seq_123585,1,exact,1.0,1.0,0.12535645910994936,1.0,0.9999999999999998,3.0,0.0002678007499667956,0.0,1.0,1.0,0.58203125,21.578125
