case,family,background,source_id,direction,model_feasible,assay_mean_feasible,assay_strict_feasible,feasible_states,normalizer,minimum_feasible_base_edits,exact_target_base_edits,factorized_invalid_mass,exact_target_assay_mean,exact_target_assay_strict,local_clause_count,blocking_run_clauses,blocking_run_complete,expected_regions_3_independent_draws,regions_3_exact_blocking_rounds
198f6760883f9188,"HNF4A,HNF4A,RXRA",2,seq_153844,-1,False,True,False,,,,,,,,,,,,
19b2a4b1dd314e69,"RXRA,SP1,YY1",1,seq_157305,-1,True,True,True,2.0,0.021966072784046053,17.0,18.754337394594913,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0,True,1.0,1.0
19b81e9854cc873f,"FOXA1,ONECUT1,XBP1",1,seq_123773,-1,False,False,False,,,,,,,,,,,,
19e6ed0902b1c764,"CEBPA,FOXA1,XBP1",1,seq_127565,1,False,False,False,,,,,,,,,,,,
1a36a4891eede9c2,"CEBPA,RXRA,SP1",1,seq_129301,1,False,True,False,,,,,,,,,,,,
1a5cc1dddf2d3a3f,"CEBPA,FOXA1,YY1",1,seq_132205,-1,False,True,False,,,,,,,,,,,,
1a79f73c214885f8,"HNF4A,ONECUT1,RXRA",2,seq_153020,-1,False,False,False,,,,,,,,,,,,
1ace51c09b8448f9,"ONECUT1,REST,RXRA",1,seq_158001,-1,False,False,False,,,,,,,,,,,,
1b34c20ec577f64d,"CEBPA,FOXA1,SP1",1,seq_123247,-1,False,False,False,,,,,,,,,,,,
1b3adc832fffd876,"CEBPA,FOXA1,XBP1",1,seq_131915,1,False,False,False,,,,,,,,,,,,
1b4bf4632e6148e1,"RXRA,SP1,YY1",1,seq_134205,1,False,False,False,,,,,,,,,,,,
1ba5de09f39ba3f0,"ONECUT1,ONECUT1,RXRA",2,seq_144012,1,False,False,False,,,,,,,,,,,,
1bc104a4872a336e,"AP1,YY1,YY1",1,seq_147487,-1,True,True,False,1.0,0.034161769118716136,11.0,11.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
1bc2caf401e5ec9c,"AP1,CEBPA,HNF4A",1,seq_129061,-1,False,False,False,,,,,,,,,,,,
1c2ce51c138b1b48,"CEBPA,FOXA1,RXRA",2,seq_156704,-1,False,False,False,,,,,,,,,,,,
1c40673c4f152f13,"AP1,HNF1A,REST",2,seq_150024,1,False,True,True,,,,,,,,,,,,
1cfa2d53730a8210,"AP1,CTCF,TFAP2C",2,seq_199970,1,False,False,False,,,,,,,,,,,,
1d09dc50c46bf5ac,"AHR,GABPA,HNF4A",2,seq_172828,-1,False,False,False,,,,,,,,,,,,
1d11c904ea5979ec,"ONECUT1,PPARA,TFAP2C",2,seq_197016,-1,False,False,False,,,,,,,,,,,,
1d6d918f89353a3f,"AP1,AP1,XBP1",1,seq_151589,-1,False,False,False,,,,,,,,,,,,
1de6187a787fd5d9,"CEBPA,RXRA,SP1",2,seq_139074,-1,False,True,False,,,,,,,,,,,,
1e0401fbd4710593,"AP1,HNF1A,REST",2,seq_180318,1,False,False,False,,,,,,,,,,,,
1e291688cd443e77,"CTCF,RXRA,YY1",2,seq_200332,1,False,False,False,,,,,,,,,,,,
1e50fb4632cf10df,"CEBPA,SP1,TFAP2C",1,seq_137601,-1,True,True,True,1.0,0.01641586086828632,17.0,17.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1ea6edf00177eff9,"AP1,RXRA,TFAP2C",1,seq_195487,-1,False,False,False,,,,,,,,,,,,
1eedd3fcf69ef860,"AP1,GABPA,XBP1",1,seq_190201,1,False,True,False,,,,,,,,,,,,
2084d00b17862fad,"CTCF,GABPA,HNF4A",2,seq_156348,-1,False,False,False,,,,,,,,,,,,
20b516f6ce6545a2,"AHR,FOXA1,RXRA",1,seq_124505,1,False,False,False,,,,,,,,,,,,
20bf1f4a5ec6ea8e,"AP1,PPARA,TFAP2C",1,seq_197025,-1,False,False,False,,,,,,,,,,,,
2117d2539b96f331,"RXRA,SP1,YY1",1,seq_157569,1,False,True,True,,,,,,,,,,,,
2124a511b0010aa9,"HNF4A,ONECUT1,RXRA",2,seq_153822,-1,False,False,False,,,,,,,,,,,,
21ddb76abba2c14f,"REST,SP1,XBP1",2,seq_183408,-1,False,True,True,,,,,,,,,,,,
224669bf77379a5e,"CEBPA,RXRA,SP1",1,seq_128247,-1,True,False,False,2.0,0.02208997326861519,17.0,18.73614980008194,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
22797165288cdc12,"ONECUT1,PPARA,TFAP2C",1,seq_197007,1,True,True,True,4.0,0.08387306923671677,11.0,14.108078345075926,0.0,0.44825778737522726,0.32154398105227205,1.0,1.0,True,1.0,1.0
22b74d9c2c640189,"GABPA,RXRA,YY1",2,seq_160510,-1,False,False,False,,,,,,,,,,,,
22f8f4d5fd35f146,"AP1,RXRA,RXRA",2,seq_158736,1,False,False,False,,,,,,,,,,,,
22fa21c00c79cb51,"FOXA1,GABPA,TFAP2C",1,seq_197227,1,False,True,False,,,,,,,,,,,,
2333a1d0f0fcd426,"GABPA,RXRA,YY1",2,seq_136088,1,False,False,False,,,,,,,,,,,,
234fbe2578b5f5ec,"AP1,AP1,PPARA",2,seq_150482,-1,False,False,False,,,,,,,,,,,,
23aec43b15dd512b,"AP1,YY1,YY1",1,seq_132839,-1,True,True,True,2.0,0.08498189905792969,10.0,10.40198877051958,0.0,1.0,0.5980112294804208,1.0,1.0,True,1.0,1.0
23bb81ed1fb0e885,"HNF4A,ONECUT1,RXRA",1,seq_143783,1,False,False,False,,,,,,,,,,,,
2412b61360013883,"ONECUT1,REST,TFAP2C",1,seq_182873,1,False,False,False,,,,,,,,,,,,
248e506653d38b1a,"CEBPA,FOXA1,YY1",1,seq_132473,-1,False,True,False,,,,,,,,,,,,
24c3ce7bbceaf374,"FOXA1,HNF4A,REST",2,seq_151986,1,False,False,False,,,,,,,,,,,,
254e571132610504,"CEBPA,REST,RXRA",1,seq_157165,1,False,True,False,,,,,,,,,,,,
2590d02dcced9559,"AHR,CTCF,ONECUT1",1,seq_144905,-1,False,False,False,,,,,,,,,,,,
25ec1f4f86740386,"ONECUT1,RXRA,SP1",2,seq_144004,1,False,False,False,,,,,,,,,,,,
262c7a1ddf9ce94d,"AHR,FOXA1,RXRA",2,seq_169054,-1,False,False,False,,,,,,,,,,,,
2699c20dfe47b3cd,"REST,SP1,XBP1",1,seq_141895,-1,True,True,True,4.0,0.09624063176103209,8.0,11.701164020172547,0.0,1.0,0.1477494559664551,1.0,1.0,True,1.0,1.0
2787b979421c152d,"FOXA1,ONECUT1,ONECUT1",1,seq_143111,-1,False,False,False,,,,,,,,,,,,
27988614c7fcde80,"CTCF,REST,TFAP2C",1,seq_196905,1,False,False,False,,,,,,,,,,,,
27de124d3df8ccb8,"AHR,CTCF,HNF4A",1,seq_201093,-1,False,False,False,,,,,,,,,,,,
27f88b98b755f83f,"AHR,FOXA1,FOXA1",2,seq_122542,-1,False,False,False,,,,,,,,,,,,
284524d956669a0a,"HNF1A,NR2F2,REST",1,seq_177199,-1,False,False,False,,,,,,,,,,,,
2849db094eb62d69,"GABPA,HNF4A,YY1",1,seq_136073,-1,False,False,False,,,,,,,,,,,,
28afc28829ed2146,"PPARA,RXRA,RXRA",1,seq_160307,1,True,True,False,4.0,0.07657105697935032,11.0,14.77099469079756,0.0,0.622193478445854,0.0,1.0,1.0,True,1.0,1.0
28c74680895ae8c4,"GABPA,TFAP2C,XBP1",2,seq_192876,1,False,False,False,,,,,,,,,,,,
28e760d8a3de9b19,"AHR,AP1,AP1",2,seq_149638,-1,False,False,False,,,,,,,,,,,,
28ec7a77a696b130,"CEBPA,REST,RXRA",1,seq_159923,1,False,False,False,,,,,,,,,,,,
2919549b256493b7,"CTCF,NR2F2,XBP1",1,seq_205867,1,False,True,False,,,,,,,,,,,,
292402989f945c56,"CTCF,GABPA,HNF4A",2,seq_202222,1,False,True,True,,,,,,,,,,,,
2986708421a5facd,"CTCF,HNF1A,RXRA",1,seq_178293,-1,False,True,False,,,,,,,,,,,,
29b96942220f26b3,"AP1,PPARA,TFAP2C",2,seq_197030,1,False,False,False,,,,,,,,,,,,
29ff9aa1407d2dff,"RXRA,RXRA,TFAP2C",1,seq_158881,-1,False,False,False,,,,,,,,,,,,
2a6b2753d4abdccb,"AP1,HNF1A,SP1",2,seq_175298,-1,False,True,False,,,,,,,,,,,,
2aa14ea55928858a,"RXRA,RXRA,SP1",1,seq_139165,-1,False,False,False,,,,,,,,,,,,
2c2b11dcada5b98b,"AHR,CTCF,TFAP2C",1,seq_201241,-1,False,False,False,,,,,,,,,,,,
2c384a453f3faa16,"CTCF,GABPA,HNF4A",2,seq_192982,1,False,False,False,,,,,,,,,,,,
2c6e29c0fb1c041c,"CEBPA,FOXA1,GABPA",2,seq_122898,-1,False,False,False,,,,,,,,,,,,
2c92053fd87e59da,"GABPA,HNF4A,REST",2,seq_190408,-1,False,False,False,,,,,,,,,,,,
2ccaa8a258f2a3af,"AHR,REST,SP1",2,seq_181448,-1,False,False,False,,,,,,,,,,,,
2cd863cb51d60a37,"GABPA,HNF4A,PPARA",2,seq_155506,1,False,False,False,,,,,,,,,,,,
2d38a4ee1e6a42b8,"AHR,CTCF,HNF4A",1,seq_200169,-1,True,True,True,1.0,0.010362254810052254,22.0,22.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
2dae60594325fbb2,"AP1,HNF1A,REST",2,seq_177144,1,False,True,False,,,,,,,,,,,,
2db654a64969d8e8,"AHR,SP1,TFAP2C",2,seq_170010,-1,False,True,False,,,,,,,,,,,,
2dc78af677dd957a,"CEBPA,FOXA1,TFAP2C",2,seq_193460,-1,False,False,False,,,,,,,,,,,,
2e6498058cc696cb,"CEBPA,FOXA1,TFAP2C",1,seq_193465,-1,False,False,False,,,,,,,,,,,,
2f665f2af2b2966b,"AHR,CTCF,HNF4A",2,seq_201106,-1,False,False,False,,,,,,,,,,,,
2fc056c11d2f28b1,"CEBPA,SP1,TFAP2C",2,seq_141174,1,False,False,False,,,,,,,,,,,,
2fdb2b67a36c973e,"RXRA,TFAP2C,YY1",2,seq_134388,-1,False,False,False,,,,,,,,,,,,
300db2287a7687b1,"ONECUT1,ONECUT1,RXRA",1,seq_144021,1,True,True,True,1.0,0.01459690104234627,19.0,19.0,0.0,1.0,1.0,1.0,1.0,True,1.0,1.0
30b29c950c071324,"CTCF,HNF1A,RXRA",1,seq_200479,1,False,False,False,,,,,,,,,,,,
3158b5e80b80222b,"RXRA,TFAP2C,YY1",1,seq_136371,-1,False,True,True,,,,,,,,,,,,
315e85646cf62698,"CEBPA,REST,RXRA",2,seq_157152,-1,False,False,False,,,,,,,,,,,,
31d9e455f9b03cf8,"AP1,PPARA,TFAP2C",1,seq_187777,-1,True,True,True,4.0,0.10151550517733997,11.0,12.590477882564215,0.0,0.9999999999999999,0.9999999999999999,1.0,1.0,True,1.0,1.0
326b142f34d46970,"FOXA1,ONECUT1,PPARA",2,seq_184758,1,False,False,False,,,,,,,,,,,,
327fe931220a2a26,"AHR,GABPA,HNF4A",1,seq_170841,1,False,True,False,,,,,,,,,,,,
328ebed71cb1da0c,"GABPA,HNF4A,PPARA",1,seq_190431,-1,True,True,True,6.0,0.1631884250196417,9.0,12.548081472062242,0.19897036436765334,0.20998864082785243,0.10110888727903879,2.0,2.0,True,1.7165405650129943,2.0
32b58f028addbe16,"CEBPA,REST,RXRA",2,seq_180722,1,False,False,False,,,,,,,,,,,,
32f6436cea6bc704,"CEBPA,FOXA1,YY1",2,seq_132482,1,False,True,False,,,,,,,,,,,,
32ffa5e6d712107b,"AHR,TFAP2C,TFAP2C",1,seq_197661,-1,False,False,False,,,,,,,,,,,,
33d334a50b5ce2b3,"HNF4A,TFAP2C,TFAP2C",2,seq_156092,1,False,False,False,,,,,,,,,,,,
340c067c2380183b,"AHR,TFAP2C,YY1",2,seq_136412,-1,False,False,False,,,,,,,,,,,,
344c7c628a61e6de,"AHR,HNF1A,RXRA",1,seq_176617,-1,False,False,False,,,,,,,,,,,,
3456e31ee7dfb744,"AP1,RXRA,TFAP2C",1,seq_160841,1,True,False,False,1.0,0.013959327716392212,14.0,14.0,0.0,0.0,0.0,1.0,1.0,True,1.0,1.0
347d03329b368a40,"AP1,PPARA,TFAP2C",1,seq_150619,1,False,True,False,,,,,,,,,,,,
3494702902d01c1a,"FOXA1,FOXA1,SP1",2,seq_122442,-1,False,False,False,,,,,,,,,,,,
3496005b2323af9c,"CEBPA,TFAP2C,TFAP2C",2,seq_193964,-1,False,False,False,,,,,,,,,,,,
34b84dd037d4cbb3,"ONECUT1,XBP1,YY1",2,seq_204402,1,False,False,False,,,,,,,,,,,,
34e45b7ebbee6700,"AHR,CEBPA,NR2F2",2,seq_164470,1,False,False,False,,,,,,,,,,,,
